timestamp,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,aqi
2024-01-04 18:00:00,74.88,164.27,29.58,10.83,14.71,27.85,62.37,5.19,150.1
2024-01-04 19:00:00,112.27,183.06,57.46,9.84,30.32,27.78,62.5,8.65,274.5
2024-01-04 20:00:00,80.01,132.56,40.06,20.42,11.24,26.26,73.92,8.9,167.0
2024-01-04 21:00:00,55.6,104.84,9.39,9.57,6.84,28.92,72.14,7.78,104.2
2024-01-04 22:00:00,35.38,64.98,22.84,17.55,9.0,20.78,79.9,7.84,65.7
2024-01-04 23:00:00,37.38,73.31,22.78,28.4,10.44,25.6,86.3,9.27,73.8
2024-01-05 00:00:00,33.14,57.48,18.07,31.84,6.55,22.53,80.02,9.86,58.3
2024-01-05 01:00:00,21.24,46.44,14.16,28.43,3.03,23.69,80.63,12.52,46.4
2024-01-05 02:00:00,33.78,65.63,20.98,37.77,4.82,23.33,78.46,0.67,66.3
2024-01-05 03:00:00,43.33,83.82,15.43,41.51,6.78,25.19,71.95,13.58,84.1
2024-01-05 04:00:00,21.61,34.89,0.64,42.21,3.45,29.23,77.55,6.22,36.0
2024-01-05 05:00:00,24.55,53.03,4.32,57.62,3.02,29.4,65.45,8.23,54.0
2024-01-05 06:00:00,27.94,58.82,19.57,51.71,6.81,31.9,65.04,3.69,59.6
2024-01-05 07:00:00,71.29,108.55,47.33,51.78,10.19,36.65,57.14,1.99,138.2
2024-01-05 08:00:00,127.5,215.26,65.35,45.09,6.67,34.64,49.56,15.65,306.7
2024-01-05 09:00:00,121.89,207.72,63.84,46.54,8.64,36.54,49.25,2.95,302.4
2024-01-05 10:00:00,81.91,154.95,29.2,41.04,3.69,37.37,45.98,6.37,173.3
2024-01-05 11:00:00,32.62,51.96,20.28,38.29,6.52,40.56,44.91,4.74,55.3
2024-01-05 12:00:00,41.15,82.3,24.21,35.25,2.78,39.21,48.75,6.31,82.7
2024-01-05 13:00:00,46.5,90.7,19.45,25.85,2.89,37.74,43.01,8.48,90.9
2024-01-05 14:00:00,39.35,77.16,14.82,28.64,5.55,35.65,49.23,5.24,77.6
2024-01-05 15:00:00,36.57,55.64,19.25,15.3,6.48,39.79,43.14,1.87,61.7
2024-01-05 16:00:00,37.58,67.92,24.69,18.07,8.68,31.72,50.14,9.8,68.6
2024-01-05 17:00:00,47.51,78.26,30.01,14.57,5.85,33.57,54.59,4.65,79.6
2024-01-05 18:00:00,84.84,141.93,53.48,13.86,6.27,28.67,63.6,8.31,183.0
2024-01-05 19:00:00,117.0,196.63,63.69,7.14,11.87,29.87,67.04,2.51,290.1
2024-01-05 20:00:00,94.03,169.41,32.76,20.18,11.89,28.68,77.11,11.25,214.3
2024-01-05 21:00:00,45.09,93.06,19.93,17.76,4.32,25.25,78.37,7.18,93.2
2024-01-05 22:00:00,42.16,72.57,18.66,24.58,7.32,19.85,92.28,3.95,73.1
2024-01-05 23:00:00,38.3,58.25,10.34,28.04,6.2,27.08,78.43,7.76,64.6
2024-01-06 00:00:00,36.26,78.37,20.79,42.02,8.14,22.08,80.34,7.69,78.8
2024-01-06 01:00:00,32.47,64.09,6.4,43.33,6.8,21.74,79.07,8.15,64.8
2024-01-06 02:00:00,31.32,59.42,18.45,38.78,6.18,26.14,80.44,9.53,60.2
2024-01-06 03:00:00,34.15,61.63,19.23,39.0,0.57,22.44,82.7,4.04,62.4
2024-01-06 04:00:00,19.51,32.51,0.0,55.53,5.64,22.48,67.59,7.21,32.5
2024-01-06 05:00:00,38.75,71.13,6.14,41.65,7.77,33.78,73.58,8.97,71.7
2024-01-06 06:00:00,37.53,81.4,15.73,53.79,5.12,30.6,64.77,6.88,81.8
2024-01-06 07:00:00,47.57,79.9,23.19,46.23,10.0,29.9,52.39,10.29,80.3
2024-01-06 08:00:00,94.86,154.31,46.72,47.85,16.35,35.29,48.31,11.89,217.0
2024-01-06 09:00:00,103.02,194.21,34.61,44.84,18.88,36.71,45.76,4.68,244.0
2024-01-06 10:00:00,43.5,90.82,33.54,33.78,7.87,39.51,43.61,13.37,91.0
2024-01-06 11:00:00,24.72,38.74,23.16,28.99,3.95,39.53,43.69,6.55,41.2
2024-01-06 12:00:00,29.01,55.84,12.73,27.21,2.51,39.6,43.99,8.45,56.7
2024-01-06 13:00:00,21.48,38.3,14.09,30.34,6.48,41.96,42.72,6.29,38.3
2024-01-06 14:00:00,23.2,38.47,4.35,20.17,0.58,36.66,49.92,10.61,38.7
2024-01-06 15:00:00,29.43,57.55,7.67,9.69,9.05,37.47,45.75,6.8,58.4
2024-01-06 16:00:00,34.21,55.52,17.73,13.53,0.47,38.14,51.47,11.6,57.9
2024-01-06 17:00:00,26.73,54.99,12.79,3.65,5.26,33.33,68.94,8.38,55.9
2024-01-06 18:00:00,71.54,113.71,37.65,13.54,8.08,28.83,57.55,4.53,139.1
2024-01-06 19:00:00,94.51,203.76,39.82,2.68,15.52,33.89,66.63,9.93,215.9
2024-01-06 20:00:00,70.55,124.62,39.25,14.02,15.76,25.96,69.82,2.84,135.8
2024-01-06 21:00:00,34.49,68.51,14.18,16.71,7.53,26.95,81.68,8.95,69.1
2024-01-06 22:00:00,29.28,52.09,3.51,16.95,2.1,25.06,77.86,0.69,53.1
2024-01-06 23:00:00,22.63,41.97,11.19,20.86,5.7,25.68,78.32,12.22,42.0
2024-01-07 00:00:00,29.79,65.2,9.39,26.93,5.28,23.0,76.36,1.63,65.9
2024-01-07 01:00:00,36.66,71.01,11.58,34.13,5.73,22.79,73.54,0.69,71.6
2024-01-07 02:00:00,33.33,67.93,13.9,37.12,0.0,25.76,73.61,7.38,68.6
2024-01-07 03:00:00,18.38,30.35,0.61,43.99,5.58,24.99,74.59,3.73,30.6
2024-01-07 04:00:00,24.47,49.33,6.41,40.46,0.64,27.53,72.04,11.0,49.3
2024-01-07 05:00:00,18.55,33.51,6.54,53.93,4.98,29.49,73.17,12.47,33.5
2024-01-07 06:00:00,32.49,52.15,13.17,60.07,3.1,31.44,59.73,4.19,55.1
2024-01-07 07:00:00,67.85,115.86,30.88,55.11,9.94,34.47,62.32,4.35,126.9
2024-01-07 08:00:00,90.98,149.57,38.11,53.96,18.35,33.8,53.19,12.09,204.2
2024-01-07 09:00:00,119.97,242.78,60.94,45.94,14.41,32.69,59.55,3.14,299.9
2024-01-07 10:00:00,54.17,114.89,25.36,44.3,11.1,39.57,42.34,11.25,110.8
2024-01-07 11:00:00,30.94,62.19,11.3,37.69,6.14,37.39,41.97,9.05,62.9
2024-01-07 12:00:00,39.78,80.08,18.51,31.2,10.4,42.59,47.12,8.15,80.5
2024-01-07 13:00:00,36.56,74.31,11.47,24.73,4.04,36.99,41.71,9.06,74.8
2024-01-07 14:00:00,43.48,83.97,17.47,25.98,6.36,34.99,40.88,5.41,84.3
2024-01-07 15:00:00,21.09,44.58,8.55,5.39,4.73,38.49,42.18,0.84,44.6
2024-01-07 16:00:00,15.48,31.83,11.39,9.92,8.05,35.22,49.56,13.51,31.8
2024-01-07 17:00:00,54.67,105.11,24.37,14.82,10.41,33.03,56.49,5.41,104.4
2024-01-07 18:00:00,76.14,156.23,39.43,4.29,9.95,29.28,61.32,8.68,154.3
2024-01-07 19:00:00,84.45,170.16,51.58,13.57,15.25,30.06,65.53,3.64,181.7
2024-01-07 20:00:00,66.52,126.41,37.13,10.24,6.87,25.91,74.86,0.36,122.5
2024-01-07 21:00:00,39.23,84.67,19.98,14.88,9.78,24.24,68.88,3.05,85.0
2024-01-07 22:00:00,28.96,52.3,23.89,16.99,6.26,24.83,74.72,8.24,53.3
2024-01-07 23:00:00,29.57,45.78,4.49,20.36,3.15,23.97,83.95,4.19,49.3
2024-01-08 00:00:00,48.16,74.44,20.13,17.88,8.46,23.45,80.44,9.46,80.7
2024-01-08 01:00:00,35.59,54.69,19.57,30.58,10.37,20.72,80.85,2.25,60.1
2024-01-08 02:00:00,38.92,74.96,15.58,36.33,7.12,26.06,90.9,5.97,75.5
2024-01-08 03:00:00,36.09,72.02,16.3,40.0,6.73,27.1,62.91,3.47,72.6
2024-01-08 04:00:00,40.3,62.2,28.57,46.41,6.33,25.7,74.01,4.52,67.8
2024-01-08 05:00:00,30.36,52.55,8.77,49.79,6.37,25.76,71.07,6.73,53.5
2024-01-08 06:00:00,37.67,59.29,34.69,47.87,10.28,27.29,63.0,8.27,63.5
2024-01-08 07:00:00,80.85,157.2,47.44,48.36,14.76,31.33,54.12,10.6,169.8
2024-01-08 08:00:00,123.63,201.39,68.23,42.54,19.99,33.48,54.02,7.67,303.8
2024-01-08 09:00:00,128.82,238.78,77.35,43.92,22.81,37.47,48.34,10.45,307.7
2024-01-08 10:00:00,79.23,158.73,57.87,40.97,8.16,38.42,47.93,13.33,164.4
2024-01-08 11:00:00,42.46,73.03,17.91,41.71,8.57,38.63,39.62,5.23,73.6
2024-01-08 12:00:00,42.52,66.77,18.55,28.04,4.81,40.48,50.29,1.69,71.4
2024-01-08 13:00:00,45.92,95.93,20.46,25.5,2.3,41.06,42.29,7.7,96.0
2024-01-08 14:00:00,37.27,61.83,19.25,24.36,4.69,34.01,47.04,10.6,62.9
2024-01-08 15:00:00,22.9,49.39,16.47,19.2,5.24,36.13,52.63,13.65,49.4
2024-01-08 16:00:00,34.45,62.78,14.4,1.82,10.17,34.58,48.29,6.22,63.5
2024-01-08 17:00:00,49.79,104.61,20.28,12.27,8.93,35.2,54.66,9.83,104.0
2024-01-08 18:00:00,88.57,138.84,42.19,9.9,11.02,27.74,65.9,10.68,195.3
2024-01-08 19:00:00,110.28,169.13,65.1,15.18,19.73,28.54,67.01,11.07,267.9
2024-01-08 20:00:00,76.92,120.43,45.26,17.56,18.65,28.26,84.44,0.66,156.8
2024-01-08 21:00:00,39.81,71.82,25.61,17.01,9.41,27.93,82.93,9.6,72.4
2024-01-08 22:00:00,36.33,57.14,7.08,30.85,8.42,26.98,80.64,15.02,61.3
2024-01-08 23:00:00,35.71,55.34,11.24,13.78,2.28,21.84,72.36,6.71,60.3
2024-01-09 00:00:00,21.2,34.87,13.45,28.45,3.08,23.9,93.65,8.32,35.3
2024-01-09 01:00:00,33.12,58.88,6.37,36.52,6.75,23.26,88.89,6.79,59.7
2024-01-09 02:00:00,28.37,50.93,4.44,41.34,6.22,25.85,74.88,7.51,51.9
2024-01-09 03:00:00,29.21,57.85,5.6,33.1,3.75,23.31,74.07,7.27,58.7
2024-01-09 04:00:00,32.72,70.66,13.13,41.87,8.74,27.35,74.79,8.34,71.2
2024-01-09 05:00:00,40.7,64.48,23.52,45.59,4.17,28.45,66.02,0.41,68.5
2024-01-09 06:00:00,34.38,54.54,16.54,56.33,4.83,31.88,66.23,13.44,58.2
2024-01-09 07:00:00,61.87,104.73,22.92,56.49,13.92,33.53,56.67,9.84,107.2
2024-01-09 08:00:00,133.86,235.58,55.56,52.48,21.49,34.43,46.93,3.62,311.6
2024-01-09 09:00:00,122.85,186.47,53.59,50.21,7.96,34.99,54.1,12.65,303.2
2024-01-09 10:00:00,57.47,125.95,22.11,35.95,10.19,37.88,44.03,6.64,118.1
2024-01-09 11:00:00,43.01,65.68,7.81,33.37,3.09,41.86,47.42,5.97,72.2
2024-01-09 12:00:00,41.24,79.27,20.93,29.46,6.9,40.0,33.81,7.64,79.7
2024-01-09 13:00:00,24.12,45.33,11.66,30.96,1.59,37.43,43.77,5.35,45.3
2024-01-09 14:00:00,16.93,32.27,9.53,30.37,0.92,38.45,50.91,13.86,32.3
2024-01-09 15:00:00,44.92,73.7,18.65,13.02,8.25,37.53,54.7,7.34,75.4
2024-01-09 16:00:00,38.44,61.02,18.73,15.79,8.51,34.69,47.14,6.95,64.8
2024-01-09 17:00:00,49.54,104.26,16.37,6.47,4.48,35.76,46.66,17.98,103.8
2024-01-09 18:00:00,94.82,207.33,41.16,12.61,18.12,33.27,60.98,6.53,216.9
2024-01-09 19:00:00,127.16,236.17,71.83,9.47,24.25,29.68,61.8,2.17,306.4
2024-01-09 20:00:00,79.68,131.27,51.1,17.45,11.39,27.97,74.58,8.47,165.9
2024-01-09 21:00:00,40.68,82.92,23.16,18.11,7.45,23.52,73.91,4.39,83.3
2024-01-09 22:00:00,29.59,51.61,9.14,10.53,3.18,26.92,77.6,6.37,52.6
2024-01-09 23:00:00,35.51,55.08,9.96,21.01,6.2,22.83,78.06,0.01,60.0
2024-01-10 00:00:00,40.48,88.46,13.28,36.8,1.47,22.94,85.02,14.66,88.7
2024-01-10 01:00:00,23.15,44.84,1.92,39.09,5.61,24.21,84.69,16.66,44.8
2024-01-10 02:00:00,38.29,64.71,14.65,36.53,6.34,22.75,77.67,10.34,65.4
2024-01-10 03:00:00,25.46,39.31,9.76,49.77,0.0,23.63,72.35,10.06,42.4
2024-01-10 04:00:00,37.13,66.97,22.24,49.27,3.33,26.8,80.91,12.49,67.6
2024-01-10 05:00:00,23.04,45.9,9.55,45.24,4.63,29.25,63.57,5.89,45.9
2024-01-10 06:00:00,44.88,68.84,24.33,50.0,8.09,28.04,60.95,2.08,75.3
2024-01-10 07:00:00,55.87,85.85,35.8,47.72,13.79,30.72,62.54,6.73,93.2
2024-01-10 08:00:00,132.82,255.74,46.25,49.2,25.5,37.08,46.16,12.42,310.8
2024-01-10 09:00:00,119.93,196.63,63.62,37.08,10.86,34.58,52.98,5.2,299.8
2024-01-10 10:00:00,66.56,122.8,23.07,52.06,7.01,38.93,46.2,14.06,122.6
2024-01-10 11:00:00,41.29,70.95,22.58,42.91,11.5,39.84,42.84,4.99,71.5
2024-01-10 12:00:00,35.9,62.61,22.52,30.82,8.14,40.27,47.38,0.96,63.4
2024-01-10 13:00:00,26.34,45.09,4.7,20.84,3.92,41.98,44.72,7.81,45.1
2024-01-10 14:00:00,23.42,38.34,4.93,26.41,5.29,38.51,44.56,2.46,39.0
2024-01-10 15:00:00,48.99,96.6,21.71,14.67,8.31,36.43,47.67,7.53,96.7
2024-01-10 16:00:00,28.17,44.9,26.99,4.64,5.02,33.87,54.12,9.95,47.0
2024-01-10 17:00:00,40.49,73.77,15.97,10.27,1.53,32.46,55.2,9.06,74.3
2024-01-10 18:00:00,70.98,128.18,36.24,10.95,16.19,32.02,59.09,7.09,137.2
2024-01-10 19:00:00,123.33,269.37,64.6,4.46,26.37,26.27,61.88,8.65,303.5
2024-01-10 20:00:00,98.72,182.55,31.75,6.43,14.5,27.87,74.57,6.46,229.8
2024-01-10 21:00:00,38.19,58.07,12.99,17.55,6.42,24.91,71.48,11.62,64.4
2024-01-10 22:00:00,48.46,103.85,25.36,10.67,12.38,24.81,69.69,11.83,103.5
2024-01-10 23:00:00,23.58,39.35,0.8,24.99,1.23,24.57,79.92,9.05,39.3
2024-01-11 00:00:00,52.56,97.85,19.91,25.51,9.53,25.73,77.97,5.74,97.9
2024-01-11 01:00:00,5.0,8.22,0.0,30.05,0.0,23.58,81.57,8.42,8.3
2024-01-11 02:00:00,45.9,93.62,17.43,31.11,7.63,25.36,64.8,4.44,93.7
2024-01-11 03:00:00,25.57,43.79,15.52,48.24,2.28,23.9,80.7,3.57,43.8
2024-01-11 04:00:00,30.6,53.84,19.77,44.33,8.37,25.71,72.14,13.31,54.8
2024-01-11 05:00:00,38.45,62.18,23.38,49.85,4.65,25.83,71.92,3.51,64.8
2024-01-11 06:00:00,35.9,66.77,17.5,53.03,7.56,33.07,66.98,9.86,67.4
2024-01-11 07:00:00,67.98,135.01,33.15,52.7,13.65,30.78,59.54,9.73,127.3
2024-01-11 08:00:00,130.96,283.26,67.16,41.86,27.21,33.49,60.22,6.79,309.3
2024-01-11 09:00:00,130.93,217.93,67.93,50.74,32.01,35.25,52.77,8.47,309.3
2024-01-11 10:00:00,73.07,137.88,27.98,37.61,7.72,38.59,50.46,4.73,144.1
2024-01-11 11:00:00,46.31,89.72,22.18,31.98,3.91,35.93,37.0,10.89,89.9
2024-01-11 12:00:00,29.34,45.41,23.37,27.32,2.35,38.05,43.18,8.89,48.9
2024-01-11 13:00:00,33.4,65.1,10.82,27.43,4.22,39.16,39.79,3.65,65.8
2024-01-11 14:00:00,37.87,58.59,17.01,18.85,5.93,36.55,54.92,3.12,63.9
2024-01-11 15:00:00,19.85,33.45,0.0,15.22,2.97,36.71,45.66,7.62,33.4
2024-01-11 16:00:00,30.78,59.08,13.64,6.18,4.2,37.29,58.07,1.49,59.9
2024-01-11 17:00:00,54.4,91.93,25.0,12.07,11.88,35.32,56.19,6.85,92.1
2024-01-11 18:00:00,71.61,129.99,44.63,15.62,7.36,29.18,61.3,8.11,139.3
2024-01-11 19:00:00,119.94,216.35,53.68,8.22,13.28,31.6,60.2,9.41,299.8
2024-01-11 20:00:00,80.87,132.58,46.87,8.76,8.81,30.32,69.5,12.65,169.9
2024-01-11 21:00:00,55.04,85.69,34.26,18.12,12.26,26.74,77.14,2.67,91.9
2024-01-11 22:00:00,43.52,81.17,18.39,23.42,7.39,20.55,79.01,9.84,81.5
2024-01-11 23:00:00,32.38,63.67,28.07,21.07,2.75,26.62,89.35,4.32,64.4
2024-01-12 00:00:00,29.84,54.03,13.45,30.13,0.0,24.48,79.92,7.88,55.0
2024-01-12 01:00:00,31.4,56.11,12.1,32.71,4.95,23.85,82.24,10.39,57.0
2024-01-12 02:00:00,31.8,54.6,8.86,54.75,6.96,26.06,75.25,4.66,55.5
2024-01-12 03:00:00,43.84,93.79,19.95,37.33,6.82,23.53,75.6,17.45,93.9
2024-01-12 04:00:00,38.1,75.2,19.44,49.42,7.11,24.69,72.8,3.54,75.7
2024-01-12 05:00:00,39.83,79.09,15.25,58.04,2.86,26.31,65.57,5.92,79.5
2024-01-12 06:00:00,61.21,102.33,21.59,43.11,6.05,31.12,64.23,0.32,105.0
2024-01-12 07:00:00,81.38,146.51,43.05,54.59,3.61,32.97,58.98,10.23,171.6
2024-01-12 08:00:00,117.76,226.55,39.9,42.84,22.46,33.95,46.58,6.54,292.6
2024-01-12 09:00:00,128.47,238.37,54.47,40.32,25.45,38.54,50.68,13.16,307.5
2024-01-12 10:00:00,72.01,150.53,34.03,45.48,10.03,38.49,44.92,6.68,140.6
2024-01-12 11:00:00,48.58,75.45,18.85,39.88,7.15,39.04,50.61,5.28,81.3
2024-01-12 12:00:00,18.12,29.98,10.44,26.88,2.22,42.42,42.59,11.51,30.2
2024-01-12 13:00:00,43.5,65.51,14.85,35.37,4.72,39.96,40.94,7.29,73.1
2024-01-12 14:00:00,38.9,79.65,27.72,20.42,6.86,39.97,54.04,4.48,80.1
2024-01-12 15:00:00,39.57,64.76,24.22,16.95,11.67,38.69,50.23,10.29,66.6
2024-01-12 16:00:00,26.42,48.4,15.59,8.44,2.22,33.38,49.56,9.98,48.4
2024-01-12 17:00:00,44.67,82.87,17.03,8.28,7.5,35.03,54.05,9.99,83.2
2024-01-12 18:00:00,75.59,163.08,41.56,4.12,6.71,28.87,65.51,1.66,152.5
2024-01-12 19:00:00,123.83,243.13,70.99,14.48,14.38,27.75,61.62,0.13,303.9
